C_ID,Customer Name,Address,Industry / Vertical,Annual Revenue,Region,Customer Type,Employee Count,Contact Number
CUST-10921,"Garcia, Mcmillan and Chaney","41117 John Islands Apt. 182, North Jonathan, MN 05777",Telecommunications,431940982,Middle East,SMB,56579,(399)126-4598
CUST-10922,Martinez Ltd,"240 Tran Isle Suite 147, South Heatherbury, RI 07319",Retail,285059212,Europe,SMB,55247,(536)720-9120x33369
CUST-10923,"Wright, Obrien and Mcdowell","762 Carmen Shoals Suite 600, Port Becky, FL 00551",Healthcare,18302146,North America,Enterprise,30254,001-444-602-1720
CUST-10924,Miller-York,"28890 Christopher Ville, Jamesfurt, NH 75248",Telecommunications,303073797,LATAM,Enterprise,77996,001-831-427-9804x991
CUST-10925,Anderson Inc,"729 Krause Circles, East Matthew, MO 89995",Financial Services,329531026,North America,Enterprise,41503,(040)107-7251x837
CUST-10926,Bailey LLC,"2680 Brenda Mountains, South Sarahberg, KY 01261",Financial Services,102544295,Middle East,SMB,68293,+1-558-707-1676x40160
CUST-10927,Ray and Sons,"13860 Nichols Stream, Sophiaberg, DC 51862",Healthcare,238610416,LATAM,SMB,1698,+1-031-725-6160
CUST-10928,"Poole, Sutton and King","722 Jacobs Road, New Angela, HI 64059",Healthcare,348526682,Europe,SMB,15967,733-786-9381x4821
CUST-10929,"Mcguire, Hines and Johnson","525 Gibbs Bypass, East Natalie, SD 69778",Healthcare,15756261,North America,SMB,44870,(096)959-2230x826
CUST-10930,Chung-Harrington,"93012 David Coves Suite 065, Meghanborough, TX 05347",Healthcare,147906197,North America,SMB,60745,(852)515-4417x83645
CUST-10931,Powell Inc,"PSC 6110, Box 7406, APO AP 16198",Manufacturing,247701106,LATAM,SMB,60709,(213)475-7323x01764
CUST-10932,"Stephens, Smith and Ballard","19658 Smith Stream, Dorothyville, CA 04713",Financial Services,16832507,LATAM,Enterprise,39074,001-325-840-6659x970
CUST-10933,Morris PLC,"96803 Linda Roads, Bellfurt, OR 37119",Financial Services,73882661,Europe,SMB,39988,(884)484-5108x631
CUST-10934,Brooks-Bolton,"085 Little Locks, Richardland, WY 88254",Manufacturing,178350916,Middle East,SMB,59165,149.308.0027x6896
CUST-10935,Baird-Krause,"077 Carla Parkway Suite 581, Chungmouth, GA 25659",Telecommunications,336509194,Middle East,Enterprise,61981,(552)610-2708x2833
CUST-10936,Wells LLC,"4552 Keith Junctions Suite 084, Hollyland, NY 14549",Healthcare,486854528,APAC,Enterprise,30072,9690871234
CUST-10937,Buchanan and Sons,"151 Sherri Square Apt. 342, Matthewbury, UT 04416",Financial Services,34182099,North America,Enterprise,5346,001-278-205-7395x4832
CUST-10938,Ward-Riley,"89274 Rachael Oval Suite 413, Port Kelseyfurt, NE 46355",Financial Services,9572190,North America,SMB,63971,622-115-0366x637
CUST-10939,Allen-Miller,"Unit 6797 Box 7502, DPO AA 14140",Manufacturing,168661795,North America,Enterprise,35994,020-579-5772x555
CUST-10940,Wood LLC,"890 Michelle Divide Apt. 730, Garciaberg, NM 34510",Telecommunications,203889506,Middle East,Enterprise,82445,(284)608-9221x8399
CUST-10941,Page-Warner,"63238 Dunn Center Suite 365, Lesterland, AK 33783",Financial Services,455560697,LATAM,SMB,13464,(027)359-1548x867
CUST-10942,Bush Inc,"6439 Miranda Rest Apt. 638, Jonathanview, WA 82274",Healthcare,459155195,Middle East,SMB,2514,(083)477-3641
CUST-10943,"Gray, Cooper and Dyer","26100 Ballard Forges, New Sheri, TN 50355",Retail,235280102,North America,Enterprise,64532,(057)615-3813
CUST-10944,Jacobson PLC,"32571 Jimenez Glen Apt. 650, East Kevinland, OR 31883",Financial Services,327898137,Middle East,SMB,32854,(856)134-3480x17604
CUST-10945,"Evans, Williams and Simpson","315 Ward Station Apt. 141, Amandamouth, LA 70116",Healthcare,498181050,APAC,SMB,50807,699-133-7950
CUST-10946,Hicks PLC,"3420 Barnes Junctions, East Johnburgh, MS 85330",Financial Services,365696777,North America,SMB,70651,001-646-852-6026x797
CUST-10947,Rodriguez-Mcdonald,"468 Gina Forks Apt. 681, Jenniferborough, OR 33232",Financial Services,67188332,LATAM,Enterprise,72964,+1-270-401-0778x649
CUST-10948,Torres Inc,"176 Pamela Springs, South Joshuafurt, VT 15601",Retail,303490717,Europe,SMB,90356,044.904.6579x3742
CUST-10949,French Group,"4859 Brown Square Suite 061, North Desireebury, TN 63004",Healthcare,27225558,LATAM,Enterprise,60322,001-410-679-2298
CUST-10950,Kelly Group,"84444 Jon Loop Apt. 052, Anthonybury, MS 52977",Retail,238513953,Europe,Enterprise,90947,997-901-4860
CUST-10951,Frank-Hodge,"1060 Rangel Inlet, Shawnstad, OH 33785",Telecommunications,389884420,LATAM,Enterprise,71016,4442103658
CUST-10952,Austin-Davies,"88599 Williams Roads Suite 117, North Michellebury, NH 80640",Telecommunications,370990671,Middle East,SMB,61865,3356580427
CUST-10953,"Kline, Kaiser and Garrett","0192 Mcdonald Extension Apt. 083, South Ryan, MN 66016",Financial Services,217180020,Middle East,SMB,760,747.649.3986
CUST-10954,"Lopez, Cunningham and Wells","8336 Lyons Circles, Rebeccaton, KS 06366",Healthcare,332247064,APAC,Enterprise,40379,891-107-2669
CUST-10955,Black Ltd,"6573 Gardner Dam, Cooleybury, OR 61810",Telecommunications,240801921,LATAM,Enterprise,26945,001-242-507-4337x5582
CUST-10956,"Lewis, Jones and Bailey","0013 Daniel Manor, Fordchester, IL 78463",Manufacturing,308285472,LATAM,SMB,33047,8803489007
CUST-10957,"Ramirez, Mitchell and Gray","12141 Carrie Courts Apt. 359, Mitchellview, TX 94446",Telecommunications,434816502,APAC,Enterprise,57902,571-229-2641x7098
CUST-10958,"Smith, Melendez and Huff","917 Grace Square, Port Jefferyshire, SC 83950",Healthcare,367173055,North America,Enterprise,46582,155.482.2772x8103
CUST-10959,Jordan-Lee,"159 Boyer Summit, New Jessicaland, WY 17816",Retail,174405589,Europe,SMB,52757,001-135-554-5504x778
CUST-10960,Singleton-Joseph,"540 Osborne Road, Stewartport, VA 53021",Telecommunications,211541471,Europe,Enterprise,71909,130-622-3590x9248
CUST-10961,Cox-Taylor,"8020 Jennifer Brook, Miguelview, OK 64017",Retail,312827696,LATAM,SMB,16521,594.607.3326x411
CUST-10962,Gonzalez-Collins,"691 Simmons Court, Port Steventon, IL 15482",Retail,276499872,Middle East,SMB,18200,+1-914-885-6670
CUST-10963,"Mccann, Dawson and Macias","2301 Webb Plaza Suite 198, Caseybury, UT 30969",Telecommunications,42024438,North America,SMB,29830,800-510-6447x327
CUST-10964,Chaney-Lozano,"507 Griffin Circles, South Kristin, OR 62423",Telecommunications,135417882,APAC,SMB,85743,(243)970-2660
CUST-10965,Serrano-Smith,"710 Davis Track Suite 058, Jessicashire, NC 47732",Healthcare,331973468,APAC,Enterprise,13294,+1-707-913-6088x0289
CUST-10966,"Rivera, Mclaughlin and Wilson","896 Rodney Cove, Pamton, MI 26352",Retail,204598545,Europe,SMB,28347,944.878.4997
CUST-10967,Turner-Olson,"05324 Cook Oval Suite 056, West Markview, MO 93410",Telecommunications,21523815,Europe,SMB,63786,001-184-156-3246x887
CUST-10968,Patterson-Dennis,"Unit 4306 Box 5618, DPO AP 02418",Telecommunications,149334933,North America,Enterprise,57517,405-435-9233x707
CUST-10969,Monroe Ltd,"0664 Williams Fort Apt. 752, Bairdmouth, ND 53421",Healthcare,338036071,Middle East,Enterprise,82593,2115418648
CUST-10970,Mckenzie-Schroeder,"787 Adams Wells Apt. 693, Justinbury, NM 50609",Financial Services,460013059,LATAM,SMB,40255,1667112969
CUST-10971,Powell-Long,"302 Joseph Loop, Clarkstad, WI 90980",Retail,207185162,LATAM,Enterprise,97016,+1-403-268-6701
CUST-10972,Stout PLC,"9878 Conner Rapids, East Connie, ID 92230",Manufacturing,35809188,APAC,SMB,91703,190-152-6968
CUST-10973,Wilson-Long,"575 Kelley Camp, Richardton, CO 88432",Telecommunications,81188800,Europe,Enterprise,4576,280.142.9195x00575
CUST-10974,Clark-Hurst,"50132 Kevin Hills Suite 909, Port Natashamouth, UT 48547",Financial Services,117588731,Europe,SMB,96431,211.063.5507x67511
CUST-10975,Smith Inc,"438 Ramirez Squares Suite 836, Whitneyfort, NE 74067",Retail,180646988,North America,Enterprise,41058,(793)628-3789
CUST-10976,Rush LLC,"901 David Plaza, Lake Joshuafurt, AL 91836",Telecommunications,149246593,North America,Enterprise,40442,001-720-346-6059x263
CUST-10977,"Huang, Collins and Santos","128 Kelly Mills Apt. 986, West Peter, NE 52141",Healthcare,21165157,North America,SMB,56605,(800)071-9219
CUST-10978,Humphrey and Sons,"73770 Lisa Pass Suite 536, East Claire, ND 43897",Financial Services,470554031,LATAM,SMB,94973,445.672.0447
CUST-10979,Brown-Lowe,"17334 Torres Meadows Apt. 684, Yanghaven, SD 06373",Financial Services,309791446,APAC,SMB,26328,169-526-2042x871
CUST-10980,Davis Ltd,"240 Smith Mission, Rothfurt, NJ 35375",Telecommunications,102825826,Europe,Enterprise,15530,001-493-856-4414x833
CUST-10981,"Douglas, Cook and Perez","171 Martin Falls Suite 958, Kristenfurt, IN 18194",Telecommunications,330313916,APAC,Enterprise,1996,(679)519-8031
CUST-10982,"Diaz, Lindsey and Adams","5214 Carolyn Squares, Ashleymouth, MI 09806",Financial Services,355567819,Europe,Enterprise,29101,(959)204-6579
CUST-10983,Reynolds-Woods,"PSC 1908, Box 7278, APO AA 03022",Healthcare,66795755,Middle East,Enterprise,72758,+1-389-572-4440x245
CUST-10984,Salas-Bennett,"13422 Brown Station Suite 752, Kaitlynfort, FL 31698",Financial Services,113245059,Middle East,SMB,96927,(698)472-9678x06372
CUST-10985,Jackson-Vasquez,"2925 Garcia Lodge Apt. 293, Ericberg, DE 96162",Manufacturing,35007238,APAC,Enterprise,40723,(756)267-0898x946
CUST-10986,Keller-Burns,"631 Amanda Springs Suite 959, Leahborough, FL 13673",Financial Services,78943107,APAC,Enterprise,4653,+1-792-384-4168x73077
CUST-10987,Grant-Lozano,"639 James Mews Suite 926, East Stefanie, TN 93531",Financial Services,110375387,APAC,Enterprise,18218,127.676.1519
CUST-10988,Gardner Inc,"34683 Gomez Spurs Apt. 229, Pricemouth, MO 08400",Retail,456011902,LATAM,Enterprise,24358,(134)086-4251
CUST-10989,"Bartlett, Ross and Reynolds","USCGC Robinson, FPO AE 36676",Financial Services,180413686,North America,SMB,18997,001-449-944-6763x8428
CUST-10990,"Ramos, Young and Olson","25517 Martinez Causeway Suite 552, Port Elizabeth, MO 73585",Manufacturing,214004485,LATAM,Enterprise,94874,001-347-411-2343
CUST-10991,Turner and Sons,"834 Baker Plaza Suite 691, Sandrafort, NE 17023",Manufacturing,390669489,North America,SMB,90247,+1-965-691-6221x1490
CUST-10992,"Kelly, Davis and Nolan","5704 Edwards Mill, West Seanhaven, ND 82957",Healthcare,74054152,APAC,Enterprise,48081,3446845883
CUST-10993,Gomez-Ellis,"730 Jenkins Union Suite 358, Port Alanton, FL 10290",Retail,226675766,LATAM,SMB,85513,196-522-4197x510
CUST-10994,Lewis-Anderson,"77062 Heather Mall, Justinborough, OK 74198",Telecommunications,151688753,Europe,Enterprise,53045,+1-878-012-8033x193
CUST-10995,"Montoya, Wilson and Jones","83806 Nichols Plains, West Lindafurt, NY 80699",Financial Services,59568152,North America,Enterprise,63930,+1-536-047-2734x2370
CUST-10996,"Miranda, Lee and Orozco","052 Howard Run Apt. 043, North Meganbury, CT 84485",Retail,366065016,Europe,Enterprise,50845,+1-306-665-6170x064
CUST-10997,Willis Inc,"84567 Hunter Burgs Apt. 578, Juliechester, AL 75505",Financial Services,56829737,Europe,SMB,96891,(450)881-5636x1210
CUST-10998,"Richardson, Smith and Rodriguez","303 Ruiz Forge Suite 133, North Christopher, FL 16545",Retail,191315330,LATAM,SMB,89374,231.824.9148
CUST-10999,Benson-Allison,"9202 Rodriguez Spring, Mezaberg, NY 94102",Financial Services,117212539,APAC,Enterprise,29091,383-690-0630x554
CUST-11000,Sosa PLC,"02104 Breanna View, North Bryan, MO 87203",Financial Services,246343010,North America,Enterprise,51875,001-885-400-9743x09394
